"variable","des","forecast_period","values","date","projection","meeting_month"
"3003","PCE inflation","Central tendency2",2015-12-31,0.4,2015-12-16,20151216,"december"
"3004","PCE inflation","Central tendency2",2016-12-31,NA,2015-12-16,20151216,"december"
"3005","PCE inflation","Central tendency2",2017-12-31,NA,2015-12-16,20151216,"december"
"3006","PCE inflation","Central tendency2",2018-12-31,NA,2015-12-16,20151216,"december"
"3007","PCE inflation","Central tendency2",NA,2,2015-12-16,20151216,"december"
"3008","PCE inflation","Range3",2015-12-31,NA,2015-12-16,20151216,"december"
"3009","PCE inflation","Range3",2016-12-31,NA,2015-12-16,20151216,"december"
"3010","PCE inflation","Range3",2017-12-31,NA,2015-12-16,20151216,"december"
"3011","PCE inflation","Range3",2018-12-31,NA,2015-12-16,20151216,"december"
"3012","PCE inflation","Range3",NA,2,2015-12-16,20151216,"december"
"3013","September projection","Median1",2015-12-31,0.4,2015-12-16,20151216,"december"
"3014","September projection","Median1",2016-12-31,1.7,2015-12-16,20151216,"december"
"3015","September projection","Median1",2017-12-31,1.9,2015-12-16,20151216,"december"
"3016","September projection","Median1",2018-12-31,2,2015-12-16,20151216,"december"
"3017","September projection","Median1",NA,2,2015-12-16,20151216,"december"
"3018","September projection","Central tendency2",2015-12-31,NA,2015-12-16,20151216,"december"
"3019","September projection","Central tendency2",2016-12-31,NA,2015-12-16,20151216,"december"
"3020","September projection","Central tendency2",2017-12-31,NA,2015-12-16,20151216,"december"
"3021","September projection","Central tendency2",2018-12-31,2,2015-12-16,20151216,"december"
"3022","September projection","Central tendency2",NA,2,2015-12-16,20151216,"december"
"3023","September projection","Range3",2015-12-31,NA,2015-12-16,20151216,"december"
"3024","September projection","Range3",2016-12-31,NA,2015-12-16,20151216,"december"
"3025","September projection","Range3",2017-12-31,NA,2015-12-16,20151216,"december"
"3026","September projection","Range3",2018-12-31,NA,2015-12-16,20151216,"december"
"3027","September projection","Range3",NA,2,2015-12-16,20151216,"december"
"3028","Core PCE inflation4","Median1",2015-12-31,1.3,2015-12-16,20151216,"december"
"3029","Core PCE inflation4","Median1",2016-12-31,1.6,2015-12-16,20151216,"december"
"3030","Core PCE inflation4","Median1",2017-12-31,1.9,2015-12-16,20151216,"december"
"3031","Core PCE inflation4","Median1",2018-12-31,2,2015-12-16,20151216,"december"
"3032","Core PCE inflation4","Median1",NA,NA,2015-12-16,20151216,"december"
"3033","Core PCE inflation4","Central tendency2",2015-12-31,1.3,2015-12-16,20151216,"december"
"3034","Core PCE inflation4","Central tendency2",2016-12-31,NA,2015-12-16,20151216,"december"
"3035","Core PCE inflation4","Central tendency2",2017-12-31,NA,2015-12-16,20151216,"december"
"3036","Core PCE inflation4","Central tendency2",2018-12-31,NA,2015-12-16,20151216,"december"
"3037","Core PCE inflation4","Central tendency2",NA,NA,2015-12-16,20151216,"december"
"3038","Core PCE inflation4","Range3",2015-12-31,NA,2015-12-16,20151216,"december"
"3039","Core PCE inflation4","Range3",2016-12-31,NA,2015-12-16,20151216,"december"
"3040","Core PCE inflation4","Range3",2017-12-31,NA,2015-12-16,20151216,"december"
"3041","Core PCE inflation4","Range3",2018-12-31,NA,2015-12-16,20151216,"december"
"3042","Core PCE inflation4","Range3",NA,NA,2015-12-16,20151216,"december"
"3043","September projection","Median1",2015-12-31,1.4,2015-12-16,20151216,"december"
"3044","September projection","Median1",2016-12-31,1.7,2015-12-16,20151216,"december"
"3045","September projection","Median1",2017-12-31,1.9,2015-12-16,20151216,"december"
"3046","September projection","Median1",2018-12-31,2,2015-12-16,20151216,"december"
"3047","September projection","Median1",NA,NA,2015-12-16,20151216,"december"
"3048","September projection","Central tendency2",2015-12-31,NA,2015-12-16,20151216,"december"
"3049","September projection","Central tendency2",2016-12-31,NA,2015-12-16,20151216,"december"
"3050","September projection","Central tendency2",2017-12-31,NA,2015-12-16,20151216,"december"
"3051","September projection","Central tendency2",2018-12-31,NA,2015-12-16,20151216,"december"
"3052","September projection","Central tendency2",NA,NA,2015-12-16,20151216,"december"
"3053","September projection","Range3",2015-12-31,NA,2015-12-16,20151216,"december"
"3054","September projection","Range3",2016-12-31,NA,2015-12-16,20151216,"december"
"3055","September projection","Range3",2017-12-31,NA,2015-12-16,20151216,"december"
"3056","September projection","Range3",2018-12-31,NA,2015-12-16,20151216,"december"
"3057","September projection","Range3",NA,NA,2015-12-16,20151216,"december"
"3058","Memo: Projected appropriate policy path","Median1",2015-12-31,NA,2015-12-16,20151216,"december"
"3059","Memo: Projected appropriate policy path","Median1",2016-12-31,NA,2015-12-16,20151216,"december"
"3060","Memo: Projected appropriate policy path","Median1",2017-12-31,NA,2015-12-16,20151216,"december"
"3061","Memo: Projected appropriate policy path","Median1",2018-12-31,NA,2015-12-16,20151216,"december"
"3062","Memo: Projected appropriate policy path","Median1",NA,NA,2015-12-16,20151216,"december"
"3063","Memo: Projected appropriate policy path","Central tendency2",2015-12-31,NA,2015-12-16,20151216,"december"
"3064","Memo: Projected appropriate policy path","Central tendency2",2016-12-31,NA,2015-12-16,20151216,"december"
"3065","Memo: Projected appropriate policy path","Central tendency2",2017-12-31,NA,2015-12-16,20151216,"december"
"3066","Memo: Projected appropriate policy path","Central tendency2",2018-12-31,NA,2015-12-16,20151216,"december"
"3067","Memo: Projected appropriate policy path","Central tendency2",NA,NA,2015-12-16,20151216,"december"
"3068","Memo: Projected appropriate policy path","Range3",2015-12-31,NA,2015-12-16,20151216,"december"
"3069","Memo: Projected appropriate policy path","Range3",2016-12-31,NA,2015-12-16,20151216,"december"
"3070","Memo: Projected appropriate policy path","Range3",2017-12-31,NA,2015-12-16,20151216,"december"
"3071","Memo: Projected appropriate policy path","Range3",2018-12-31,NA,2015-12-16,20151216,"december"
"3072","Memo: Projected appropriate policy path","Range3",NA,NA,2015-12-16,20151216,"december"
"3073","Federal funds rate","Median1",2015-12-31,0.4,2015-12-16,20151216,"december"
"3074","Federal funds rate","Median1",2016-12-31,1.4,2015-12-16,20151216,"december"
"3075","Federal funds rate","Median1",2017-12-31,2.4,2015-12-16,20151216,"december"
"3076","Federal funds rate","Median1",2018-12-31,3.3,2015-12-16,20151216,"december"
"3077","Federal funds rate","Median1",NA,3.5,2015-12-16,20151216,"december"
"3078","Federal funds rate","Central tendency2",2015-12-31,0.4,2015-12-16,20151216,"december"
"3079","Federal funds rate","Central tendency2",2016-12-31,NA,2015-12-16,20151216,"december"
"3080","Federal funds rate","Central tendency2",2017-12-31,NA,2015-12-16,20151216,"december"
"3081","Federal funds rate","Central tendency2",2018-12-31,NA,2015-12-16,20151216,"december"
"3082","Federal funds rate","Central tendency2",NA,NA,2015-12-16,20151216,"december"
"3083","Federal funds rate","Range3",2015-12-31,NA,2015-12-16,20151216,"december"
"3084","Federal funds rate","Range3",2016-12-31,NA,2015-12-16,20151216,"december"
"3085","Federal funds rate","Range3",2017-12-31,NA,2015-12-16,20151216,"december"
"3086","Federal funds rate","Range3",2018-12-31,NA,2015-12-16,20151216,"december"
"3087","Federal funds rate","Range3",NA,NA,2015-12-16,20151216,"december"
"3088","September projection","Median1",2015-12-31,0.4,2015-12-16,20151216,"december"
"3089","September projection","Median1",2016-12-31,1.4,2015-12-16,20151216,"december"
"3090","September projection","Median1",2017-12-31,2.6,2015-12-16,20151216,"december"
"3091","September projection","Median1",2018-12-31,3.4,2015-12-16,20151216,"december"
"3092","September projection","Median1",NA,3.5,2015-12-16,20151216,"december"
"3093","September projection","Central tendency2",2015-12-31,NA,2015-12-16,20151216,"december"
"3094","September projection","Central tendency2",2016-12-31,NA,2015-12-16,20151216,"december"
"3095","September projection","Central tendency2",2017-12-31,NA,2015-12-16,20151216,"december"
"3096","September projection","Central tendency2",2018-12-31,NA,2015-12-16,20151216,"december"
"3097","September projection","Central tendency2",NA,NA,2015-12-16,20151216,"december"
"3098","September projection","Range3",2015-12-31,NA,2015-12-16,20151216,"december"
"3099","September projection","Range3",2016-12-31,NA,2015-12-16,20151216,"december"
"3100","September projection","Range3",2017-12-31,NA,2015-12-16,20151216,"december"
"3101","September projection","Range3",2018-12-31,NA,2015-12-16,20151216,"december"
"3102","September projection","Range3",NA,NA,2015-12-16,20151216,"december"
"3103","Change in real GDP","Median1",2015-12-31,2.1,2015-09-17,20150917,"september"
"3104","Change in real GDP","Median1",2016-12-31,2.3,2015-09-17,20150917,"september"
"3105","Change in real GDP","Median1",2017-12-31,2.2,2015-09-17,20150917,"september"
"3106","Change in real GDP","Median1",2018-12-31,2,2015-09-17,20150917,"september"
"3107","Change in real GDP","Median1",NA,2,2015-09-17,20150917,"september"
"3108","Change in real GDP","Central tendency2",2015-12-31,NA,2015-09-17,20150917,"september"
"3109","Change in real GDP","Central tendency2",2016-12-31,NA,2015-09-17,20150917,"september"
"3110","Change in real GDP","Central tendency2",2017-12-31,NA,2015-09-17,20150917,"september"
"3111","Change in real GDP","Central tendency2",2018-12-31,NA,2015-09-17,20150917,"september"
"3112","Change in real GDP","Central tendency2",NA,NA,2015-09-17,20150917,"september"
"3113","Change in real GDP","Range3",2015-12-31,NA,2015-09-17,20150917,"september"
"3114","Change in real GDP","Range3",2016-12-31,NA,2015-09-17,20150917,"september"
"3115","Change in real GDP","Range3",2017-12-31,NA,2015-09-17,20150917,"september"
"3116","Change in real GDP","Range3",2018-12-31,NA,2015-09-17,20150917,"september"
"3117","Change in real GDP","Range3",NA,NA,2015-09-17,20150917,"september"
"3118","June projection","Median1",2015-12-31,1.9,2015-09-17,20150917,"september"
"3119","June projection","Median1",2016-12-31,2.5,2015-09-17,20150917,"september"
"3120","June projection","Median1",2017-12-31,2.3,2015-09-17,20150917,"september"
"3121","June projection","Median1",2018-12-31,NA,2015-09-17,20150917,"september"
"3122","June projection","Median1",NA,2,2015-09-17,20150917,"september"
"3123","June projection","Central tendency2",2015-12-31,NA,2015-09-17,20150917,"september"
"3124","June projection","Central tendency2",2016-12-31,NA,2015-09-17,20150917,"september"
"3125","June projection","Central tendency2",2017-12-31,NA,2015-09-17,20150917,"september"
"3126","June projection","Central tendency2",2018-12-31,NA,2015-09-17,20150917,"september"
"3127","June projection","Central tendency2",NA,NA,2015-09-17,20150917,"september"
"3128","June projection","Range3",2015-12-31,NA,2015-09-17,20150917,"september"
"3129","June projection","Range3",2016-12-31,NA,2015-09-17,20150917,"september"
"3130","June projection","Range3",2017-12-31,NA,2015-09-17,20150917,"september"
"3131","June projection","Range3",2018-12-31,NA,2015-09-17,20150917,"september"
"3132","June projection","Range3",NA,NA,2015-09-17,20150917,"september"
"3133","Unemployment rate","Median1",2015-12-31,5,2015-09-17,20150917,"september"
"3134","Unemployment rate","Median1",2016-12-31,4.8,2015-09-17,20150917,"september"
"3135","Unemployment rate","Median1",2017-12-31,4.8,2015-09-17,20150917,"september"
"3136","Unemployment rate","Median1",2018-12-31,4.8,2015-09-17,20150917,"september"
"3137","Unemployment rate","Median1",NA,4.9,2015-09-17,20150917,"september"
"3138","Unemployment rate","Central tendency2",2015-12-31,NA,2015-09-17,20150917,"september"
"3139","Unemployment rate","Central tendency2",2016-12-31,NA,2015-09-17,20150917,"september"
"3140","Unemployment rate","Central tendency2",2017-12-31,NA,2015-09-17,20150917,"september"
"3141","Unemployment rate","Central tendency2",2018-12-31,NA,2015-09-17,20150917,"september"
"3142","Unemployment rate","Central tendency2",NA,NA,2015-09-17,20150917,"september"
"3143","Unemployment rate","Range3",2015-12-31,NA,2015-09-17,20150917,"september"
"3144","Unemployment rate","Range3",2016-12-31,NA,2015-09-17,20150917,"september"
"3145","Unemployment rate","Range3",2017-12-31,NA,2015-09-17,20150917,"september"
"3146","Unemployment rate","Range3",2018-12-31,NA,2015-09-17,20150917,"september"
"3147","Unemployment rate","Range3",NA,NA,2015-09-17,20150917,"september"
"3148","June projection","Median1",2015-12-31,5.3,2015-09-17,20150917,"september"
"3149","June projection","Median1",2016-12-31,5.1,2015-09-17,20150917,"september"
"3150","June projection","Median1",2017-12-31,5,2015-09-17,20150917,"september"
"3151","June projection","Median1",2018-12-31,NA,2015-09-17,20150917,"september"
"3152","June projection","Median1",NA,5,2015-09-17,20150917,"september"
"3153","June projection","Central tendency2",2015-12-31,NA,2015-09-17,20150917,"september"
"3154","June projection","Central tendency2",2016-12-31,NA,2015-09-17,20150917,"september"
"3155","June projection","Central tendency2",2017-12-31,NA,2015-09-17,20150917,"september"
"3156","June projection","Central tendency2",2018-12-31,NA,2015-09-17,20150917,"september"
"3157","June projection","Central tendency2",NA,NA,2015-09-17,20150917,"september"
"3158","June projection","Range3",2015-12-31,NA,2015-09-17,20150917,"september"
"3159","June projection","Range3",2016-12-31,NA,2015-09-17,20150917,"september"
"3160","June projection","Range3",2017-12-31,NA,2015-09-17,20150917,"september"
"3161","June projection","Range3",2018-12-31,NA,2015-09-17,20150917,"september"
"3162","June projection","Range3",NA,NA,2015-09-17,20150917,"september"
"3163","PCE inflation","Median1",2015-12-31,0.4,2015-09-17,20150917,"september"
"3164","PCE inflation","Median1",2016-12-31,1.7,2015-09-17,20150917,"september"
"3165","PCE inflation","Median1",2017-12-31,1.9,2015-09-17,20150917,"september"
"3166","PCE inflation","Median1",2018-12-31,2,2015-09-17,20150917,"september"
"3167","PCE inflation","Median1",NA,2,2015-09-17,20150917,"september"
"3168","PCE inflation","Central tendency2",2015-12-31,NA,2015-09-17,20150917,"september"
"3169","PCE inflation","Central tendency2",2016-12-31,NA,2015-09-17,20150917,"september"
"3170","PCE inflation","Central tendency2",2017-12-31,NA,2015-09-17,20150917,"september"
"3171","PCE inflation","Central tendency2",2018-12-31,2,2015-09-17,20150917,"september"
"3172","PCE inflation","Central tendency2",NA,2,2015-09-17,20150917,"september"
"3173","PCE inflation","Range3",2015-12-31,NA,2015-09-17,20150917,"september"
"3174","PCE inflation","Range3",2016-12-31,NA,2015-09-17,20150917,"september"
"3175","PCE inflation","Range3",2017-12-31,NA,2015-09-17,20150917,"september"
"3176","PCE inflation","Range3",2018-12-31,NA,2015-09-17,20150917,"september"
"3177","PCE inflation","Range3",NA,2,2015-09-17,20150917,"september"
