"variable","des","forecast_period","values","date","projection","meeting_month","projection_year"
"2375","September projection","Centraltendency2",2015-12-31,"0.3 - 0.5",2015-12-16,20151216,"december","2015"
"2376","September projection","Centraltendency2",2016-12-31,"1.5 - 1.8",2015-12-16,20151216,"december","2015"
"2377","September projection","Centraltendency2",2017-12-31,"1.8 - 2.0",2015-12-16,20151216,"december","2015"
"2378","September projection","Centraltendency2",2018-12-31,"2.0",2015-12-16,20151216,"december","2015"
"2379","September projection","Range3",2015-12-31,"0.3 - 1.0",2015-12-16,20151216,"december","2015"
"2380","September projection","Range3",2016-12-31,"1.5 - 2.4",2015-12-16,20151216,"december","2015"
"2381","September projection","Range3",2017-12-31,"1.7 - 2.2",2015-12-16,20151216,"december","2015"
"2382","September projection","Range3",2018-12-31,"1.8 - 2.1",2015-12-16,20151216,"december","2015"
"2383","Core PCE inflation4","Median1",2015-12-31,"1.3",2015-12-16,20151216,"december","2015"
"2384","Core PCE inflation4","Median1",2016-12-31,"1.6",2015-12-16,20151216,"december","2015"
"2385","Core PCE inflation4","Median1",2017-12-31,"1.9",2015-12-16,20151216,"december","2015"
"2386","Core PCE inflation4","Median1",2018-12-31,"2.0",2015-12-16,20151216,"december","2015"
"2387","Core PCE inflation4","Centraltendency2",2015-12-31,"1.3",2015-12-16,20151216,"december","2015"
"2388","Core PCE inflation4","Centraltendency2",2016-12-31,"1.5 - 1.7",2015-12-16,20151216,"december","2015"
"2389","Core PCE inflation4","Centraltendency2",2017-12-31,"1.7 - 2.0",2015-12-16,20151216,"december","2015"
"2390","Core PCE inflation4","Centraltendency2",2018-12-31,"1.9 - 2.0",2015-12-16,20151216,"december","2015"
"2391","Core PCE inflation4","Range3",2015-12-31,"1.2 - 1.4",2015-12-16,20151216,"december","2015"
"2392","Core PCE inflation4","Range3",2016-12-31,"1.4 - 2.1",2015-12-16,20151216,"december","2015"
"2393","Core PCE inflation4","Range3",2017-12-31,"1.6 - 2.0",2015-12-16,20151216,"december","2015"
"2394","Core PCE inflation4","Range3",2018-12-31,"1.7 - 2.1",2015-12-16,20151216,"december","2015"
"2395","September projection","Median1",2015-12-31,"1.4",2015-12-16,20151216,"december","2015"
"2396","September projection","Median1",2016-12-31,"1.7",2015-12-16,20151216,"december","2015"
"2397","September projection","Median1",2017-12-31,"1.9",2015-12-16,20151216,"december","2015"
"2398","September projection","Median1",2018-12-31,"2.0",2015-12-16,20151216,"december","2015"
"2399","September projection","Centraltendency2",2015-12-31,"1.3 - 1.4",2015-12-16,20151216,"december","2015"
"2400","September projection","Centraltendency2",2016-12-31,"1.5 - 1.8",2015-12-16,20151216,"december","2015"
"2401","September projection","Centraltendency2",2017-12-31,"1.8 - 2.0",2015-12-16,20151216,"december","2015"
"2402","September projection","Centraltendency2",2018-12-31,"1.9 - 2.0",2015-12-16,20151216,"december","2015"
"2403","September projection","Range3",2015-12-31,"1.2 - 1.7",2015-12-16,20151216,"december","2015"
"2404","September projection","Range3",2016-12-31,"1.5 - 2.4",2015-12-16,20151216,"december","2015"
"2405","September projection","Range3",2017-12-31,"1.7 - 2.2",2015-12-16,20151216,"december","2015"
"2406","September projection","Range3",2018-12-31,"1.8 - 2.1",2015-12-16,20151216,"december","2015"
"2407","Memo: Projected appropriate policy path","Median1",2015-12-31,"Memo: Projected appropriate policy path",2015-12-16,20151216,"december","2015"
"2408","Memo: Projected appropriate policy path","Median1",2016-12-31,"Memo: Projected appropriate policy path",2015-12-16,20151216,"december","2015"
"2409","Memo: Projected appropriate policy path","Median1",2017-12-31,"Memo: Projected appropriate policy path",2015-12-16,20151216,"december","2015"
"2410","Memo: Projected appropriate policy path","Median1",2018-12-31,"Memo: Projected appropriate policy path",2015-12-16,20151216,"december","2015"
"2411","Memo: Projected appropriate policy path","Centraltendency2",2015-12-31,"Memo: Projected appropriate policy path",2015-12-16,20151216,"december","2015"
"2412","Memo: Projected appropriate policy path","Centraltendency2",2016-12-31,"Memo: Projected appropriate policy path",2015-12-16,20151216,"december","2015"
"2413","Memo: Projected appropriate policy path","Centraltendency2",2017-12-31,"Memo: Projected appropriate policy path",2015-12-16,20151216,"december","2015"
"2414","Memo: Projected appropriate policy path","Centraltendency2",2018-12-31,"Memo: Projected appropriate policy path",2015-12-16,20151216,"december","2015"
"2415","Memo: Projected appropriate policy path","Range3",2015-12-31,"Memo: Projected appropriate policy path",2015-12-16,20151216,"december","2015"
"2416","Memo: Projected appropriate policy path","Range3",2016-12-31,"Memo: Projected appropriate policy path",2015-12-16,20151216,"december","2015"
"2417","Memo: Projected appropriate policy path","Range3",2017-12-31,"Memo: Projected appropriate policy path",2015-12-16,20151216,"december","2015"
"2418","Memo: Projected appropriate policy path","Range3",2018-12-31,"Memo: Projected appropriate policy path",2015-12-16,20151216,"december","2015"
"2419","Federal funds rate","Median1",2015-12-31,"0.4",2015-12-16,20151216,"december","2015"
"2420","Federal funds rate","Median1",2016-12-31,"1.4",2015-12-16,20151216,"december","2015"
"2421","Federal funds rate","Median1",2017-12-31,"2.4",2015-12-16,20151216,"december","2015"
"2422","Federal funds rate","Median1",2018-12-31,"3.3",2015-12-16,20151216,"december","2015"
"2423","Federal funds rate","Centraltendency2",2015-12-31,"0.4",2015-12-16,20151216,"december","2015"
"2424","Federal funds rate","Centraltendency2",2016-12-31,"0.9 - 1.4",2015-12-16,20151216,"december","2015"
"2425","Federal funds rate","Centraltendency2",2017-12-31,"1.9 - 3.0",2015-12-16,20151216,"december","2015"
"2426","Federal funds rate","Centraltendency2",2018-12-31,"2.9 - 3.5",2015-12-16,20151216,"december","2015"
"2427","Federal funds rate","Range3",2015-12-31,"0.1 - 0.4",2015-12-16,20151216,"december","2015"
"2428","Federal funds rate","Range3",2016-12-31,"0.9 - 2.1",2015-12-16,20151216,"december","2015"
"2429","Federal funds rate","Range3",2017-12-31,"1.9 - 3.4",2015-12-16,20151216,"december","2015"
"2430","Federal funds rate","Range3",2018-12-31,"2.1 - 3.9",2015-12-16,20151216,"december","2015"
"2431","September projection","Median1",2015-12-31,"0.4",2015-12-16,20151216,"december","2015"
"2432","September projection","Median1",2016-12-31,"1.4",2015-12-16,20151216,"december","2015"
"2433","September projection","Median1",2017-12-31,"2.6",2015-12-16,20151216,"december","2015"
"2434","September projection","Median1",2018-12-31,"3.4",2015-12-16,20151216,"december","2015"
"2435","September projection","Centraltendency2",2015-12-31,"0.1 - 0.6",2015-12-16,20151216,"december","2015"
"2436","September projection","Centraltendency2",2016-12-31,"1.1 - 2.1",2015-12-16,20151216,"december","2015"
"2437","September projection","Centraltendency2",2017-12-31,"2.1 - 3.4",2015-12-16,20151216,"december","2015"
"2438","September projection","Centraltendency2",2018-12-31,"3.0 - 3.6",2015-12-16,20151216,"december","2015"
"2439","September projection","Range3",2015-12-31,"-0.1 - 0.9",2015-12-16,20151216,"december","2015"
"2440","September projection","Range3",2016-12-31,"-0.1 - 2.9",2015-12-16,20151216,"december","2015"
"2441","September projection","Range3",2017-12-31,"1.0 - 3.9",2015-12-16,20151216,"december","2015"
"2442","September projection","Range3",2018-12-31,"2.9 - 3.9",2015-12-16,20151216,"december","2015"
"2443","Change in real GDP","Median1",2015-12-31,"2.1",2015-09-17,20150917,"september","2015"
"2444","Change in real GDP","Median1",2016-12-31,"2.3",2015-09-17,20150917,"september","2015"
"2445","Change in real GDP","Median1",2017-12-31,"2.2",2015-09-17,20150917,"september","2015"
"2446","Change in real GDP","Median1",2018-12-31,"2.0",2015-09-17,20150917,"september","2015"
"2447","Change in real GDP","Centraltendency2",2015-12-31,"2.0 - 2.3",2015-09-17,20150917,"september","2015"
"2448","Change in real GDP","Centraltendency2",2016-12-31,"2.2 - 2.6",2015-09-17,20150917,"september","2015"
"2449","Change in real GDP","Centraltendency2",2017-12-31,"2.0 - 2.4",2015-09-17,20150917,"september","2015"
"2450","Change in real GDP","Centraltendency2",2018-12-31,"1.8 - 2.2",2015-09-17,20150917,"september","2015"
"2451","Change in real GDP","Range3",2015-12-31,"1.9 - 2.5",2015-09-17,20150917,"september","2015"
"2452","Change in real GDP","Range3",2016-12-31,"2.1 - 2.8",2015-09-17,20150917,"september","2015"
"2453","Change in real GDP","Range3",2017-12-31,"1.9 - 2.6",2015-09-17,20150917,"september","2015"
"2454","Change in real GDP","Range3",2018-12-31,"1.6 - 2.4",2015-09-17,20150917,"september","2015"
"2455","June projection","Median1",2015-12-31,"1.9",2015-09-17,20150917,"september","2015"
"2456","June projection","Median1",2016-12-31,"2.5",2015-09-17,20150917,"september","2015"
"2457","June projection","Median1",2017-12-31,"2.3",2015-09-17,20150917,"september","2015"
"2458","June projection","Median1",2018-12-31,"n.a.",2015-09-17,20150917,"september","2015"
"2459","June projection","Centraltendency2",2015-12-31,"1.8 - 2.0",2015-09-17,20150917,"september","2015"
"2460","June projection","Centraltendency2",2016-12-31,"2.4 - 2.7",2015-09-17,20150917,"september","2015"
"2461","June projection","Centraltendency2",2017-12-31,"2.1 - 2.5",2015-09-17,20150917,"september","2015"
"2462","June projection","Centraltendency2",2018-12-31,"n.a.",2015-09-17,20150917,"september","2015"
"2463","June projection","Range3",2015-12-31,"1.7 - 2.3",2015-09-17,20150917,"september","2015"
"2464","June projection","Range3",2016-12-31,"2.3 - 3.0",2015-09-17,20150917,"september","2015"
"2465","June projection","Range3",2017-12-31,"2.0 - 2.5",2015-09-17,20150917,"september","2015"
"2466","June projection","Range3",2018-12-31,"n.a.",2015-09-17,20150917,"september","2015"
"2467","Unemployment rate","Median1",2015-12-31,"5.0",2015-09-17,20150917,"september","2015"
"2468","Unemployment rate","Median1",2016-12-31,"4.8",2015-09-17,20150917,"september","2015"
"2469","Unemployment rate","Median1",2017-12-31,"4.8",2015-09-17,20150917,"september","2015"
"2470","Unemployment rate","Median1",2018-12-31,"4.8",2015-09-17,20150917,"september","2015"
"2471","Unemployment rate","Centraltendency2",2015-12-31,"5.0 - 5.1",2015-09-17,20150917,"september","2015"
"2472","Unemployment rate","Centraltendency2",2016-12-31,"4.7 - 4.9",2015-09-17,20150917,"september","2015"
"2473","Unemployment rate","Centraltendency2",2017-12-31,"4.7 - 4.9",2015-09-17,20150917,"september","2015"
"2474","Unemployment rate","Centraltendency2",2018-12-31,"4.7 - 5.0",2015-09-17,20150917,"september","2015"
"2475","Unemployment rate","Range3",2015-12-31,"4.9 - 5.2",2015-09-17,20150917,"september","2015"
"2476","Unemployment rate","Range3",2016-12-31,"4.5 - 5.0",2015-09-17,20150917,"september","2015"
"2477","Unemployment rate","Range3",2017-12-31,"4.5 - 5.0",2015-09-17,20150917,"september","2015"
"2478","Unemployment rate","Range3",2018-12-31,"4.6 - 5.3",2015-09-17,20150917,"september","2015"
"2479","June projection","Median1",2015-12-31,"5.3",2015-09-17,20150917,"september","2015"
"2480","June projection","Median1",2016-12-31,"5.1",2015-09-17,20150917,"september","2015"
"2481","June projection","Median1",2017-12-31,"5.0",2015-09-17,20150917,"september","2015"
"2482","June projection","Median1",2018-12-31,"n.a.",2015-09-17,20150917,"september","2015"
"2483","June projection","Centraltendency2",2015-12-31,"5.2 - 5.3",2015-09-17,20150917,"september","2015"
"2484","June projection","Centraltendency2",2016-12-31,"4.9 - 5.1",2015-09-17,20150917,"september","2015"
"2485","June projection","Centraltendency2",2017-12-31,"4.9 - 5.1",2015-09-17,20150917,"september","2015"
"2486","June projection","Centraltendency2",2018-12-31,"n.a.",2015-09-17,20150917,"september","2015"
"2487","June projection","Range3",2015-12-31,"5.0 - 5.3",2015-09-17,20150917,"september","2015"
"2488","June projection","Range3",2016-12-31,"4.6 - 5.2",2015-09-17,20150917,"september","2015"
"2489","June projection","Range3",2017-12-31,"4.8 - 5.5",2015-09-17,20150917,"september","2015"
"2490","June projection","Range3",2018-12-31,"n.a.",2015-09-17,20150917,"september","2015"
"2491","PCE inflation","Median1",2015-12-31,"0.4",2015-09-17,20150917,"september","2015"
"2492","PCE inflation","Median1",2016-12-31,"1.7",2015-09-17,20150917,"september","2015"
"2493","PCE inflation","Median1",2017-12-31,"1.9",2015-09-17,20150917,"september","2015"
"2494","PCE inflation","Median1",2018-12-31,"2.0",2015-09-17,20150917,"september","2015"
"2495","PCE inflation","Centraltendency2",2015-12-31,"0.3 - 0.5",2015-09-17,20150917,"september","2015"
"2496","PCE inflation","Centraltendency2",2016-12-31,"1.5 - 1.8",2015-09-17,20150917,"september","2015"
"2497","PCE inflation","Centraltendency2",2017-12-31,"1.8 - 2.0",2015-09-17,20150917,"september","2015"
"2498","PCE inflation","Centraltendency2",2018-12-31,"2.0",2015-09-17,20150917,"september","2015"
"2499","PCE inflation","Range3",2015-12-31,"0.3 - 1.0",2015-09-17,20150917,"september","2015"
"2500","PCE inflation","Range3",2016-12-31,"1.5 - 2.4",2015-09-17,20150917,"september","2015"
"2501","PCE inflation","Range3",2017-12-31,"1.7 - 2.2",2015-09-17,20150917,"september","2015"
"2502","PCE inflation","Range3",2018-12-31,"1.8 - 2.1",2015-09-17,20150917,"september","2015"
"2503","June projection","Median1",2015-12-31,"0.7",2015-09-17,20150917,"september","2015"
"2504","June projection","Median1",2016-12-31,"1.8",2015-09-17,20150917,"september","2015"
"2505","June projection","Median1",2017-12-31,"2.0",2015-09-17,20150917,"september","2015"
"2506","June projection","Median1",2018-12-31,"n.a.",2015-09-17,20150917,"september","2015"
"2507","June projection","Centraltendency2",2015-12-31,"0.6 - 0.8",2015-09-17,20150917,"september","2015"
"2508","June projection","Centraltendency2",2016-12-31,"1.6 - 1.9",2015-09-17,20150917,"september","2015"
"2509","June projection","Centraltendency2",2017-12-31,"1.9 - 2.0",2015-09-17,20150917,"september","2015"
"2510","June projection","Centraltendency2",2018-12-31,"n.a.",2015-09-17,20150917,"september","2015"
"2511","June projection","Range3",2015-12-31,"0.6 - 1.0",2015-09-17,20150917,"september","2015"
"2512","June projection","Range3",2016-12-31,"1.5 - 2.4",2015-09-17,20150917,"september","2015"
"2513","June projection","Range3",2017-12-31,"1.7 - 2.2",2015-09-17,20150917,"september","2015"
"2514","June projection","Range3",2018-12-31,"n.a.",2015-09-17,20150917,"september","2015"
"2515","Core PCE inflation4","Median1",2015-12-31,"1.4",2015-09-17,20150917,"september","2015"
"2516","Core PCE inflation4","Median1",2016-12-31,"1.7",2015-09-17,20150917,"september","2015"
"2517","Core PCE inflation4","Median1",2017-12-31,"1.9",2015-09-17,20150917,"september","2015"
"2518","Core PCE inflation4","Median1",2018-12-31,"2.0",2015-09-17,20150917,"september","2015"
"2519","Core PCE inflation4","Centraltendency2",2015-12-31,"1.3 - 1.4",2015-09-17,20150917,"september","2015"
"2520","Core PCE inflation4","Centraltendency2",2016-12-31,"1.5 - 1.8",2015-09-17,20150917,"september","2015"
"2521","Core PCE inflation4","Centraltendency2",2017-12-31,"1.8 - 2.0",2015-09-17,20150917,"september","2015"
"2522","Core PCE inflation4","Centraltendency2",2018-12-31,"1.9 - 2.0",2015-09-17,20150917,"september","2015"
"2523","Core PCE inflation4","Range3",2015-12-31,"1.2 - 1.7",2015-09-17,20150917,"september","2015"
"2524","Core PCE inflation4","Range3",2016-12-31,"1.5 - 2.4",2015-09-17,20150917,"september","2015"
"2525","Core PCE inflation4","Range3",2017-12-31,"1.7 - 2.2",2015-09-17,20150917,"september","2015"
"2526","Core PCE inflation4","Range3",2018-12-31,"1.8 - 2.1",2015-09-17,20150917,"september","2015"
"2527","June projection","Median1",2015-12-31,"1.3",2015-09-17,20150917,"september","2015"
"2528","June projection","Median1",2016-12-31,"1.8",2015-09-17,20150917,"september","2015"
"2529","June projection","Median1",2017-12-31,"2.0",2015-09-17,20150917,"september","2015"
"2530","June projection","Median1",2018-12-31,"n.a.",2015-09-17,20150917,"september","2015"
"2531","June projection","Centraltendency2",2015-12-31,"1.3 - 1.4",2015-09-17,20150917,"september","2015"
"2532","June projection","Centraltendency2",2016-12-31,"1.6 - 1.9",2015-09-17,20150917,"september","2015"
