"date","LineDescription","rate"
"12785",2018-12-01,"Gross domestic product (GDP)",3.1
"12786",2018-12-02,"Unemployment rate",3.8
"12787",2018-12-02,"Federal funds rate",2.12
"12788",2018-12-02,"Personal consumption expenditures (PCE)",1.97
"12789",2018-12-02,"PCE excluding food and energy",2.04
"12790",2018-12-02,"Gross domestic product (GDP)",3.1
"12791",2018-12-03,"Unemployment rate",3.8
"12792",2018-12-03,"Federal funds rate",2.12
"12793",2018-12-03,"Personal consumption expenditures (PCE)",1.97
"12794",2018-12-03,"PCE excluding food and energy",2.04
"12795",2018-12-03,"Gross domestic product (GDP)",3.1
"12796",2018-12-04,"Unemployment rate",3.8
"12797",2018-12-04,"Federal funds rate",2.12
"12798",2018-12-04,"Personal consumption expenditures (PCE)",1.97
"12799",2018-12-04,"PCE excluding food and energy",2.04
"12800",2018-12-04,"Gross domestic product (GDP)",3.1
"12801",2018-12-05,"Unemployment rate",3.8
"12802",2018-12-05,"Federal funds rate",2.12
"12803",2018-12-05,"Personal consumption expenditures (PCE)",1.97
"12804",2018-12-05,"PCE excluding food and energy",2.04
"12805",2018-12-05,"Gross domestic product (GDP)",3.1
"12806",2018-12-06,"Unemployment rate",3.8
"12807",2018-12-06,"Federal funds rate",2.12
"12808",2018-12-06,"Personal consumption expenditures (PCE)",1.97
"12809",2018-12-06,"PCE excluding food and energy",2.04
"12810",2018-12-06,"Gross domestic product (GDP)",3.1
"12811",2018-12-07,"Unemployment rate",3.8
"12812",2018-12-07,"Federal funds rate",2.12
"12813",2018-12-07,"Personal consumption expenditures (PCE)",1.97
"12814",2018-12-07,"PCE excluding food and energy",2.04
"12815",2018-12-07,"Gross domestic product (GDP)",3.1
"12816",2018-12-08,"Unemployment rate",3.8
"12817",2018-12-08,"Federal funds rate",2.12
"12818",2018-12-08,"Personal consumption expenditures (PCE)",1.97
"12819",2018-12-08,"PCE excluding food and energy",2.04
"12820",2018-12-08,"Gross domestic product (GDP)",3.1
"12821",2018-12-09,"Unemployment rate",3.8
"12822",2018-12-09,"Federal funds rate",2.12
"12823",2018-12-09,"Personal consumption expenditures (PCE)",1.97
"12824",2018-12-09,"PCE excluding food and energy",2.04
"12825",2018-12-09,"Gross domestic product (GDP)",3.1
"12826",2018-12-10,"Unemployment rate",3.8
"12827",2018-12-10,"Federal funds rate",2.12
"12828",2018-12-10,"Personal consumption expenditures (PCE)",1.97
"12829",2018-12-10,"PCE excluding food and energy",2.04
"12830",2018-12-10,"Gross domestic product (GDP)",3.1
"12831",2018-12-11,"Unemployment rate",3.8
"12832",2018-12-11,"Federal funds rate",2.12
"12833",2018-12-11,"Personal consumption expenditures (PCE)",1.97
"12834",2018-12-11,"PCE excluding food and energy",2.04
"12835",2018-12-11,"Gross domestic product (GDP)",3.1
"12836",2018-12-12,"Unemployment rate",3.8
"12837",2018-12-12,"Federal funds rate",2.12
"12838",2018-12-12,"Personal consumption expenditures (PCE)",1.97
"12839",2018-12-12,"PCE excluding food and energy",2.04
"12840",2018-12-12,"Gross domestic product (GDP)",3.1
"12841",2018-12-13,"Unemployment rate",3.8
"12842",2018-12-13,"Federal funds rate",2.12
"12843",2018-12-13,"Personal consumption expenditures (PCE)",1.97
"12844",2018-12-13,"PCE excluding food and energy",2.04
"12845",2018-12-13,"Gross domestic product (GDP)",3.1
"12846",2018-12-14,"Unemployment rate",3.8
"12847",2018-12-14,"Federal funds rate",2.12
"12848",2018-12-14,"Personal consumption expenditures (PCE)",1.97
"12849",2018-12-14,"PCE excluding food and energy",2.04
"12850",2018-12-14,"Gross domestic product (GDP)",3.1
"12851",2018-12-15,"Unemployment rate",3.8
"12852",2018-12-15,"Federal funds rate",2.12
"12853",2018-12-15,"Personal consumption expenditures (PCE)",1.97
"12854",2018-12-15,"PCE excluding food and energy",2.04
"12855",2018-12-15,"Gross domestic product (GDP)",3.1
"12856",2018-12-16,"Unemployment rate",3.8
"12857",2018-12-16,"Federal funds rate",2.12
"12858",2018-12-16,"Personal consumption expenditures (PCE)",1.97
"12859",2018-12-16,"PCE excluding food and energy",2.04
"12860",2018-12-16,"Gross domestic product (GDP)",3.1
"12861",2018-12-17,"Unemployment rate",3.8
"12862",2018-12-17,"Federal funds rate",2.12
"12863",2018-12-17,"Personal consumption expenditures (PCE)",1.97
"12864",2018-12-17,"PCE excluding food and energy",2.04
"12865",2018-12-17,"Gross domestic product (GDP)",3.1
"12866",2018-12-18,"Unemployment rate",3.8
"12867",2018-12-18,"Federal funds rate",2.12
"12868",2018-12-18,"Personal consumption expenditures (PCE)",1.97
"12869",2018-12-18,"PCE excluding food and energy",2.04
"12870",2018-12-18,"Gross domestic product (GDP)",3.1
"12871",2018-12-19,"Unemployment rate",3.8
"12872",2018-12-19,"Federal funds rate",2.38
"12873",2018-12-19,"Personal consumption expenditures (PCE)",1.97
"12874",2018-12-19,"PCE excluding food and energy",2.04
"12875",2018-12-19,"Gross domestic product (GDP)",3.1
"12876",2018-12-20,"Unemployment rate",3.8
"12877",2018-12-20,"Federal funds rate",2.38
"12878",2018-12-20,"Personal consumption expenditures (PCE)",1.97
"12879",2018-12-20,"PCE excluding food and energy",2.04
"12880",2018-12-20,"Gross domestic product (GDP)",3.1
"12881",2018-12-21,"Unemployment rate",3.8
"12882",2018-12-21,"Federal funds rate",2.38
"12883",2018-12-21,"Personal consumption expenditures (PCE)",1.97
"12884",2018-12-21,"PCE excluding food and energy",2.04
"12885",2018-12-21,"Gross domestic product (GDP)",3.1
"12886",2018-12-22,"Unemployment rate",3.8
"12887",2018-12-22,"Federal funds rate",2.38
"12888",2018-12-22,"Personal consumption expenditures (PCE)",1.97
"12889",2018-12-22,"PCE excluding food and energy",2.04
"12890",2018-12-22,"Gross domestic product (GDP)",3.1
"12891",2018-12-23,"Unemployment rate",3.8
"12892",2018-12-23,"Federal funds rate",2.38
"12893",2018-12-23,"Personal consumption expenditures (PCE)",1.97
"12894",2018-12-23,"PCE excluding food and energy",2.04
"12895",2018-12-23,"Gross domestic product (GDP)",3.1
"12896",2018-12-24,"Unemployment rate",3.8
"12897",2018-12-24,"Federal funds rate",2.38
"12898",2018-12-24,"Personal consumption expenditures (PCE)",1.97
"12899",2018-12-24,"PCE excluding food and energy",2.04
"12900",2018-12-24,"Gross domestic product (GDP)",3.1
"12901",2018-12-25,"Unemployment rate",3.8
"12902",2018-12-25,"Federal funds rate",2.38
"12903",2018-12-25,"Personal consumption expenditures (PCE)",1.97
"12904",2018-12-25,"PCE excluding food and energy",2.04
"12905",2018-12-25,"Gross domestic product (GDP)",3.1
"12906",2018-12-26,"Unemployment rate",3.8
"12907",2018-12-26,"Federal funds rate",2.38
"12908",2018-12-26,"Personal consumption expenditures (PCE)",1.97
"12909",2018-12-26,"PCE excluding food and energy",2.04
"12910",2018-12-26,"Gross domestic product (GDP)",3.1
"12911",2018-12-27,"Unemployment rate",3.8
"12912",2018-12-27,"Federal funds rate",2.38
"12913",2018-12-27,"Personal consumption expenditures (PCE)",1.97
"12914",2018-12-27,"PCE excluding food and energy",2.04
"12915",2018-12-27,"Gross domestic product (GDP)",3.1
"12916",2018-12-28,"Unemployment rate",3.8
"12917",2018-12-28,"Federal funds rate",2.38
"12918",2018-12-28,"Personal consumption expenditures (PCE)",1.97
"12919",2018-12-28,"PCE excluding food and energy",2.04
"12920",2018-12-28,"Gross domestic product (GDP)",3.1
"12921",2018-12-29,"Unemployment rate",3.8
"12922",2018-12-29,"Federal funds rate",2.38
"12923",2018-12-29,"Personal consumption expenditures (PCE)",1.97
"12924",2018-12-29,"PCE excluding food and energy",2.04
"12925",2018-12-29,"Gross domestic product (GDP)",3.1
"12926",2018-12-30,"Unemployment rate",3.8
"12927",2018-12-30,"Federal funds rate",2.38
"12928",2018-12-30,"Personal consumption expenditures (PCE)",1.97
"12929",2018-12-30,"PCE excluding food and energy",2.04
"12930",2018-12-30,"Gross domestic product (GDP)",3.1
"12931",2018-12-31,"Unemployment rate",3.9
"12932",2018-12-31,"Federal funds rate",2.38
"12933",2018-12-31,"Personal consumption expenditures (PCE)",1.88
"12934",2018-12-31,"PCE excluding food and energy",2.08
"12935",2018-12-31,"Gross domestic product (GDP)",2.5
"12936",2019-01-01,"Unemployment rate",3.9
"12937",2019-01-01,"Federal funds rate",2.38
"12938",2019-01-01,"Personal consumption expenditures (PCE)",1.88
"12939",2019-01-01,"PCE excluding food and energy",2.08
"12940",2019-01-01,"Gross domestic product (GDP)",2.5
"12941",2019-01-02,"Unemployment rate",3.9
"12942",2019-01-02,"Federal funds rate",2.38
"12943",2019-01-02,"Personal consumption expenditures (PCE)",1.88
"12944",2019-01-02,"PCE excluding food and energy",2.08
"12945",2019-01-02,"Gross domestic product (GDP)",2.5
"12946",2019-01-03,"Unemployment rate",3.9
"12947",2019-01-03,"Federal funds rate",2.38
"12948",2019-01-03,"Personal consumption expenditures (PCE)",1.88
"12949",2019-01-03,"PCE excluding food and energy",2.08
"12950",2019-01-03,"Gross domestic product (GDP)",2.5
"12951",2019-01-04,"Unemployment rate",3.9
"12952",2019-01-04,"Federal funds rate",2.38
"12953",2019-01-04,"Personal consumption expenditures (PCE)",1.88
"12954",2019-01-04,"PCE excluding food and energy",2.08
"12955",2019-01-04,"Gross domestic product (GDP)",2.5
"12956",2019-01-05,"Unemployment rate",3.9
"12957",2019-01-05,"Federal funds rate",2.38
"12958",2019-01-05,"Personal consumption expenditures (PCE)",1.88
"12959",2019-01-05,"PCE excluding food and energy",2.08
"12960",2019-01-05,"Gross domestic product (GDP)",2.5
"12961",2019-01-06,"Unemployment rate",3.9
"12962",2019-01-06,"Federal funds rate",2.38
"12963",2019-01-06,"Personal consumption expenditures (PCE)",1.88
"12964",2019-01-06,"PCE excluding food and energy",2.08
"12965",2019-01-06,"Gross domestic product (GDP)",2.5
"12966",2019-01-07,"Unemployment rate",3.9
"12967",2019-01-07,"Federal funds rate",2.38
"12968",2019-01-07,"Personal consumption expenditures (PCE)",1.88
"12969",2019-01-07,"PCE excluding food and energy",2.08
"12970",2019-01-07,"Gross domestic product (GDP)",2.5
"12971",2019-01-08,"Unemployment rate",3.9
"12972",2019-01-08,"Federal funds rate",2.38
"12973",2019-01-08,"Personal consumption expenditures (PCE)",1.88
"12974",2019-01-08,"PCE excluding food and energy",2.08
"12975",2019-01-08,"Gross domestic product (GDP)",2.5
"12976",2019-01-09,"Unemployment rate",3.9
"12977",2019-01-09,"Federal funds rate",2.38
"12978",2019-01-09,"Personal consumption expenditures (PCE)",1.88
"12979",2019-01-09,"PCE excluding food and energy",2.08
"12980",2019-01-09,"Gross domestic product (GDP)",2.5
"12981",2019-01-10,"Unemployment rate",3.9
"12982",2019-01-10,"Federal funds rate",2.38
"12983",2019-01-10,"Personal consumption expenditures (PCE)",1.88
"12984",2019-01-10,"PCE excluding food and energy",2.08
"12985",2019-01-10,"Gross domestic product (GDP)",2.5
"12986",2019-01-11,"Unemployment rate",3.9
"12987",2019-01-11,"Federal funds rate",2.38
"12988",2019-01-11,"Personal consumption expenditures (PCE)",1.88
"12989",2019-01-11,"PCE excluding food and energy",2.08
"12990",2019-01-11,"Gross domestic product (GDP)",2.5
"12991",2019-01-12,"Unemployment rate",3.9
"12992",2019-01-12,"Federal funds rate",2.38
"12993",2019-01-12,"Personal consumption expenditures (PCE)",1.88
"12994",2019-01-12,"PCE excluding food and energy",2.08
"12995",2019-01-12,"Gross domestic product (GDP)",2.5
"12996",2019-01-13,"Unemployment rate",3.9
"12997",2019-01-13,"Federal funds rate",2.38
"12998",2019-01-13,"Personal consumption expenditures (PCE)",1.88
"12999",2019-01-13,"PCE excluding food and energy",2.08
"13000",2019-01-13,"Gross domestic product (GDP)",2.5
"13001",2019-01-14,"Unemployment rate",3.9
"13002",2019-01-14,"Federal funds rate",2.38
"13003",2019-01-14,"Personal consumption expenditures (PCE)",1.88
"13004",2019-01-14,"PCE excluding food and energy",2.08
"13005",2019-01-14,"Gross domestic product (GDP)",2.5
"13006",2019-01-15,"Unemployment rate",3.9
"13007",2019-01-15,"Federal funds rate",2.38
"13008",2019-01-15,"Personal consumption expenditures (PCE)",1.88
"13009",2019-01-15,"PCE excluding food and energy",2.08
"13010",2019-01-15,"Gross domestic product (GDP)",2.5
"13011",2019-01-16,"Unemployment rate",3.9
"13012",2019-01-16,"Federal funds rate",2.38
"13013",2019-01-16,"Personal consumption expenditures (PCE)",1.88
"13014",2019-01-16,"PCE excluding food and energy",2.08
"13015",2019-01-16,"Gross domestic product (GDP)",2.5
"13016",2019-01-17,"Unemployment rate",3.9
"13017",2019-01-17,"Federal funds rate",2.38
"13018",2019-01-17,"Personal consumption expenditures (PCE)",1.88
"13019",2019-01-17,"PCE excluding food and energy",2.08
"13020",2019-01-17,"Gross domestic product (GDP)",2.5
"13021",2019-01-18,"Unemployment rate",3.9
"13022",2019-01-18,"Federal funds rate",2.38
"13023",2019-01-18,"Personal consumption expenditures (PCE)",1.88
"13024",2019-01-18,"PCE excluding food and energy",2.08
"13025",2019-01-18,"Gross domestic product (GDP)",2.5
"13026",2019-01-19,"Unemployment rate",3.9
"13027",2019-01-19,"Federal funds rate",2.38
"13028",2019-01-19,"Personal consumption expenditures (PCE)",1.88
"13029",2019-01-19,"PCE excluding food and energy",2.08
"13030",2019-01-19,"Gross domestic product (GDP)",2.5
"13031",2019-01-20,"Unemployment rate",3.9
"13032",2019-01-20,"Federal funds rate",2.38
"13033",2019-01-20,"Personal consumption expenditures (PCE)",1.88
"13034",2019-01-20,"PCE excluding food and energy",2.08
"13035",2019-01-20,"Gross domestic product (GDP)",2.5
"13036",2019-01-21,"Unemployment rate",3.9
"13037",2019-01-21,"Federal funds rate",2.38
"13038",2019-01-21,"Personal consumption expenditures (PCE)",1.88
"13039",2019-01-21,"PCE excluding food and energy",2.08
"13040",2019-01-21,"Gross domestic product (GDP)",2.5
"13041",2019-01-22,"Unemployment rate",3.9
"13042",2019-01-22,"Federal funds rate",2.38
"13043",2019-01-22,"Personal consumption expenditures (PCE)",1.88
"13044",2019-01-22,"PCE excluding food and energy",2.08
"13045",2019-01-22,"Gross domestic product (GDP)",2.5
"13046",2019-01-23,"Unemployment rate",3.9
"13047",2019-01-23,"Federal funds rate",2.38
"13048",2019-01-23,"Personal consumption expenditures (PCE)",1.88
"13049",2019-01-23,"PCE excluding food and energy",2.08
"13050",2019-01-23,"Gross domestic product (GDP)",2.5
"13051",2019-01-24,"Unemployment rate",3.9
"13052",2019-01-24,"Federal funds rate",2.38
"13053",2019-01-24,"Personal consumption expenditures (PCE)",1.88
"13054",2019-01-24,"PCE excluding food and energy",2.08
"13055",2019-01-24,"Gross domestic product (GDP)",2.5
"13056",2019-01-25,"Unemployment rate",3.9
"13057",2019-01-25,"Federal funds rate",2.38
"13058",2019-01-25,"Personal consumption expenditures (PCE)",1.88
"13059",2019-01-25,"PCE excluding food and energy",2.08
"13060",2019-01-25,"Gross domestic product (GDP)",2.5
"13061",2019-01-26,"Unemployment rate",3.9
"13062",2019-01-26,"Federal funds rate",2.38
"13063",2019-01-26,"Personal consumption expenditures (PCE)",1.88
"13064",2019-01-26,"PCE excluding food and energy",2.08
"13065",2019-01-26,"Gross domestic product (GDP)",2.5
"13066",2019-01-27,"Unemployment rate",3.9
"13067",2019-01-27,"Federal funds rate",2.38
"13068",2019-01-27,"Personal consumption expenditures (PCE)",1.88
"13069",2019-01-27,"PCE excluding food and energy",2.08
"13070",2019-01-27,"Gross domestic product (GDP)",2.5
"13071",2019-01-28,"Unemployment rate",3.9
"13072",2019-01-28,"Federal funds rate",2.38
"13073",2019-01-28,"Personal consumption expenditures (PCE)",1.88
"13074",2019-01-28,"PCE excluding food and energy",2.08
"13075",2019-01-28,"Gross domestic product (GDP)",2.5
"13076",2019-01-29,"Unemployment rate",3.9
"13077",2019-01-29,"Federal funds rate",2.38
"13078",2019-01-29,"Personal consumption expenditures (PCE)",1.88
"13079",2019-01-29,"PCE excluding food and energy",2.08
"13080",2019-01-29,"Gross domestic product (GDP)",2.5
"13081",2019-01-30,"Unemployment rate",3.9
"13082",2019-01-30,"Federal funds rate",2.38
"13083",2019-01-30,"Personal consumption expenditures (PCE)",1.88
"13084",2019-01-30,"PCE excluding food and energy",2.08
"13085",2019-01-30,"Gross domestic product (GDP)",2.5
"13086",2019-01-31,"Unemployment rate",4
"13087",2019-01-31,"Federal funds rate",2.38
"13088",2019-01-31,"Personal consumption expenditures (PCE)",1.47
"13089",2019-01-31,"PCE excluding food and energy",1.85
"13090",2019-01-31,"Gross domestic product (GDP)",2.5
"13091",2019-02-01,"Unemployment rate",4
"13092",2019-02-01,"Federal funds rate",2.38
"13093",2019-02-01,"Personal consumption expenditures (PCE)",1.47
"13094",2019-02-01,"PCE excluding food and energy",1.85
"13095",2019-02-01,"Gross domestic product (GDP)",2.5
"13096",2019-02-02,"Unemployment rate",4
"13097",2019-02-02,"Federal funds rate",2.38
"13098",2019-02-02,"Personal consumption expenditures (PCE)",1.47
"13099",2019-02-02,"PCE excluding food and energy",1.85
"13100",2019-02-02,"Gross domestic product (GDP)",2.5
"13101",2019-02-03,"Unemployment rate",4
"13102",2019-02-03,"Federal funds rate",2.38
"13103",2019-02-03,"Personal consumption expenditures (PCE)",1.47
"13104",2019-02-03,"PCE excluding food and energy",1.85
"13105",2019-02-03,"Gross domestic product (GDP)",2.5
"13106",2019-02-04,"Unemployment rate",4
"13107",2019-02-04,"Federal funds rate",2.38
"13108",2019-02-04,"Personal consumption expenditures (PCE)",1.47
"13109",2019-02-04,"PCE excluding food and energy",1.85
"13110",2019-02-04,"Gross domestic product (GDP)",2.5
"13111",2019-02-05,"Unemployment rate",4
"13112",2019-02-05,"Federal funds rate",2.38
"13113",2019-02-05,"Personal consumption expenditures (PCE)",1.47
"13114",2019-02-05,"PCE excluding food and energy",1.85
"13115",2019-02-05,"Gross domestic product (GDP)",2.5
"13116",2019-02-06,"Unemployment rate",4
"13117",2019-02-06,"Federal funds rate",2.38
"13118",2019-02-06,"Personal consumption expenditures (PCE)",1.47
"13119",2019-02-06,"PCE excluding food and energy",1.85
"13120",2019-02-06,"Gross domestic product (GDP)",2.5
"13121",2019-02-07,"Unemployment rate",4
"13122",2019-02-07,"Federal funds rate",2.38
"13123",2019-02-07,"Personal consumption expenditures (PCE)",1.47
"13124",2019-02-07,"PCE excluding food and energy",1.85
