"variable","des","forecast_period","values","date"
"3042","Core PCE inflation4","Range3","Longer run","",20151216
"3043","September projection","Median1","2015","1.4",20151216
"3044","September projection","Median1","2016","1.7",20151216
"3045","September projection","Median1","2017","1.9",20151216
"3046","September projection","Median1","2018","2.0",20151216
"3047","September projection","Median1","Longer run","",20151216
"3048","September projection","Central tendency2","2015","1.3 - 1.4",20151216
"3049","September projection","Central tendency2","2016","1.5 - 1.8",20151216
"3050","September projection","Central tendency2","2017","1.8 - 2.0",20151216
"3051","September projection","Central tendency2","2018","1.9 - 2.0",20151216
"3052","September projection","Central tendency2","Longer run","",20151216
"3053","September projection","Range3","2015","1.2 - 1.7",20151216
"3054","September projection","Range3","2016","1.5 - 2.4",20151216
"3055","September projection","Range3","2017","1.7 - 2.2",20151216
"3056","September projection","Range3","2018","1.8 - 2.1",20151216
"3057","September projection","Range3","Longer run","",20151216
"3058","Memo: Projected appropriate policy path","Median1","2015","Memo: Projected appropriate policy path",20151216
"3059","Memo: Projected appropriate policy path","Median1","2016","Memo: Projected appropriate policy path",20151216
"3060","Memo: Projected appropriate policy path","Median1","2017","Memo: Projected appropriate policy path",20151216
"3061","Memo: Projected appropriate policy path","Median1","2018","Memo: Projected appropriate policy path",20151216
"3062","Memo: Projected appropriate policy path","Median1","Longer run","Memo: Projected appropriate policy path",20151216
"3063","Memo: Projected appropriate policy path","Central tendency2","2015","Memo: Projected appropriate policy path",20151216
"3064","Memo: Projected appropriate policy path","Central tendency2","2016","Memo: Projected appropriate policy path",20151216
"3065","Memo: Projected appropriate policy path","Central tendency2","2017","Memo: Projected appropriate policy path",20151216
"3066","Memo: Projected appropriate policy path","Central tendency2","2018","Memo: Projected appropriate policy path",20151216
"3067","Memo: Projected appropriate policy path","Central tendency2","Longer run","Memo: Projected appropriate policy path",20151216
"3068","Memo: Projected appropriate policy path","Range3","2015","Memo: Projected appropriate policy path",20151216
"3069","Memo: Projected appropriate policy path","Range3","2016","Memo: Projected appropriate policy path",20151216
"3070","Memo: Projected appropriate policy path","Range3","2017","Memo: Projected appropriate policy path",20151216
"3071","Memo: Projected appropriate policy path","Range3","2018","Memo: Projected appropriate policy path",20151216
"3072","Memo: Projected appropriate policy path","Range3","Longer run","Memo: Projected appropriate policy path",20151216
"3073","Federal funds rate","Median1","2015","0.4",20151216
"3074","Federal funds rate","Median1","2016","1.4",20151216
"3075","Federal funds rate","Median1","2017","2.4",20151216
"3076","Federal funds rate","Median1","2018","3.3",20151216
"3077","Federal funds rate","Median1","Longer run","3.5",20151216
"3078","Federal funds rate","Central tendency2","2015","0.4",20151216
"3079","Federal funds rate","Central tendency2","2016","0.9 - 1.4",20151216
"3080","Federal funds rate","Central tendency2","2017","1.9 - 3.0",20151216
"3081","Federal funds rate","Central tendency2","2018","2.9 - 3.5",20151216
"3082","Federal funds rate","Central tendency2","Longer run","3.3 - 3.5",20151216
"3083","Federal funds rate","Range3","2015","0.1 - 0.4",20151216
"3084","Federal funds rate","Range3","2016","0.9 - 2.1",20151216
"3085","Federal funds rate","Range3","2017","1.9 - 3.4",20151216
"3086","Federal funds rate","Range3","2018","2.1 - 3.9",20151216
"3087","Federal funds rate","Range3","Longer run","3.0 - 4.0",20151216
"3088","September projection","Median1","2015","0.4",20151216
"3089","September projection","Median1","2016","1.4",20151216
"3090","September projection","Median1","2017","2.6",20151216
"3091","September projection","Median1","2018","3.4",20151216
"3092","September projection","Median1","Longer run","3.5",20151216
"3093","September projection","Central tendency2","2015","0.1 - 0.6",20151216
"3094","September projection","Central tendency2","2016","1.1 - 2.1",20151216
"3095","September projection","Central tendency2","2017","2.1 - 3.4",20151216
"3096","September projection","Central tendency2","2018","3.0 - 3.6",20151216
"3097","September projection","Central tendency2","Longer run","3.3 - 3.8",20151216
"3098","September projection","Range3","2015","-0.1 - 0.9",20151216
"3099","September projection","Range3","2016","-0.1 - 2.9",20151216
"3100","September projection","Range3","2017","1.0 - 3.9",20151216
"3101","September projection","Range3","2018","2.9 - 3.9",20151216
"3102","September projection","Range3","Longer run","3.0 - 4.0",20151216
"3103","Change in real GDP","Median1","2015","2.1",20150917
"3104","Change in real GDP","Median1","2016","2.3",20150917
"3105","Change in real GDP","Median1","2017","2.2",20150917
"3106","Change in real GDP","Median1","2018","2.0",20150917
"3107","Change in real GDP","Median1","Longer run","2.0",20150917
"3108","Change in real GDP","Central tendency2","2015","2.0 - 2.3",20150917
"3109","Change in real GDP","Central tendency2","2016","2.2 - 2.6",20150917
"3110","Change in real GDP","Central tendency2","2017","2.0 - 2.4",20150917
"3111","Change in real GDP","Central tendency2","2018","1.8 - 2.2",20150917
"3112","Change in real GDP","Central tendency2","Longer run","1.8 - 2.2",20150917
"3113","Change in real GDP","Range3","2015","1.9 - 2.5",20150917
"3114","Change in real GDP","Range3","2016","2.1 - 2.8",20150917
"3115","Change in real GDP","Range3","2017","1.9 - 2.6",20150917
"3116","Change in real GDP","Range3","2018","1.6 - 2.4",20150917
"3117","Change in real GDP","Range3","Longer run","1.8 - 2.7",20150917
"3118","June projection","Median1","2015","1.9",20150917
"3119","June projection","Median1","2016","2.5",20150917
"3120","June projection","Median1","2017","2.3",20150917
"3121","June projection","Median1","2018","n.a.",20150917
"3122","June projection","Median1","Longer run","2.0",20150917
"3123","June projection","Central tendency2","2015","1.8 - 2.0",20150917
"3124","June projection","Central tendency2","2016","2.4 - 2.7",20150917
"3125","June projection","Central tendency2","2017","2.1 - 2.5",20150917
"3126","June projection","Central tendency2","2018","n.a.",20150917
"3127","June projection","Central tendency2","Longer run","2.0 - 2.3",20150917
"3128","June projection","Range3","2015","1.7 - 2.3",20150917
"3129","June projection","Range3","2016","2.3 - 3.0",20150917
"3130","June projection","Range3","2017","2.0 - 2.5",20150917
"3131","June projection","Range3","2018","n.a.",20150917
"3132","June projection","Range3","Longer run","1.8 - 2.5",20150917
"3133","Unemployment rate","Median1","2015","5.0",20150917
"3134","Unemployment rate","Median1","2016","4.8",20150917
"3135","Unemployment rate","Median1","2017","4.8",20150917
"3136","Unemployment rate","Median1","2018","4.8",20150917
"3137","Unemployment rate","Median1","Longer run","4.9",20150917
"3138","Unemployment rate","Central tendency2","2015","5.0 - 5.1",20150917
"3139","Unemployment rate","Central tendency2","2016","4.7 - 4.9",20150917
"3140","Unemployment rate","Central tendency2","2017","4.7 - 4.9",20150917
"3141","Unemployment rate","Central tendency2","2018","4.7 - 5.0",20150917
"3142","Unemployment rate","Central tendency2","Longer run","4.9 - 5.2",20150917
"3143","Unemployment rate","Range3","2015","4.9 - 5.2",20150917
"3144","Unemployment rate","Range3","2016","4.5 - 5.0",20150917
"3145","Unemployment rate","Range3","2017","4.5 - 5.0",20150917
"3146","Unemployment rate","Range3","2018","4.6 - 5.3",20150917
"3147","Unemployment rate","Range3","Longer run","4.7 - 5.8",20150917
"3148","June projection","Median1","2015","5.3",20150917
"3149","June projection","Median1","2016","5.1",20150917
"3150","June projection","Median1","2017","5.0",20150917
"3151","June projection","Median1","2018","n.a.",20150917
"3152","June projection","Median1","Longer run","5.0",20150917
"3153","June projection","Central tendency2","2015","5.2 - 5.3",20150917
"3154","June projection","Central tendency2","2016","4.9 - 5.1",20150917
"3155","June projection","Central tendency2","2017","4.9 - 5.1",20150917
"3156","June projection","Central tendency2","2018","n.a.",20150917
"3157","June projection","Central tendency2","Longer run","5.0 - 5.2",20150917
"3158","June projection","Range3","2015","5.0 - 5.3",20150917
"3159","June projection","Range3","2016","4.6 - 5.2",20150917
"3160","June projection","Range3","2017","4.8 - 5.5",20150917
"3161","June projection","Range3","2018","n.a.",20150917
"3162","June projection","Range3","Longer run","5.0 - 5.8",20150917
"3163","PCE inflation","Median1","2015","0.4",20150917
"3164","PCE inflation","Median1","2016","1.7",20150917
"3165","PCE inflation","Median1","2017","1.9",20150917
"3166","PCE inflation","Median1","2018","2.0",20150917
"3167","PCE inflation","Median1","Longer run","2.0",20150917
"3168","PCE inflation","Central tendency2","2015","0.3 - 0.5",20150917
"3169","PCE inflation","Central tendency2","2016","1.5 - 1.8",20150917
"3170","PCE inflation","Central tendency2","2017","1.8 - 2.0",20150917
"3171","PCE inflation","Central tendency2","2018","2.0",20150917
"3172","PCE inflation","Central tendency2","Longer run","2.0",20150917
"3173","PCE inflation","Range3","2015","0.3 - 1.0",20150917
"3174","PCE inflation","Range3","2016","1.5 - 2.4",20150917
"3175","PCE inflation","Range3","2017","1.7 - 2.2",20150917
"3176","PCE inflation","Range3","2018","1.8 - 2.1",20150917
"3177","PCE inflation","Range3","Longer run","2.0",20150917
"3178","June projection","Median1","2015","0.7",20150917
"3179","June projection","Median1","2016","1.8",20150917
"3180","June projection","Median1","2017","2.0",20150917
"3181","June projection","Median1","2018","n.a.",20150917
"3182","June projection","Median1","Longer run","2.0",20150917
"3183","June projection","Central tendency2","2015","0.6 - 0.8",20150917
"3184","June projection","Central tendency2","2016","1.6 - 1.9",20150917
"3185","June projection","Central tendency2","2017","1.9 - 2.0",20150917
"3186","June projection","Central tendency2","2018","n.a.",20150917
"3187","June projection","Central tendency2","Longer run","2.0",20150917
"3188","June projection","Range3","2015","0.6 - 1.0",20150917
"3189","June projection","Range3","2016","1.5 - 2.4",20150917
"3190","June projection","Range3","2017","1.7 - 2.2",20150917
"3191","June projection","Range3","2018","n.a.",20150917
"3192","June projection","Range3","Longer run","2.0",20150917
"3193","Core PCE inflation4","Median1","2015","1.4",20150917
"3194","Core PCE inflation4","Median1","2016","1.7",20150917
"3195","Core PCE inflation4","Median1","2017","1.9",20150917
"3196","Core PCE inflation4","Median1","2018","2.0",20150917
"3197","Core PCE inflation4","Median1","Longer run","",20150917
"3198","Core PCE inflation4","Central tendency2","2015","1.3 - 1.4",20150917
"3199","Core PCE inflation4","Central tendency2","2016","1.5 - 1.8",20150917
"3200","Core PCE inflation4","Central tendency2","2017","1.8 - 2.0",20150917
"3201","Core PCE inflation4","Central tendency2","2018","1.9 - 2.0",20150917
"3202","Core PCE inflation4","Central tendency2","Longer run","",20150917
"3203","Core PCE inflation4","Range3","2015","1.2 - 1.7",20150917
"3204","Core PCE inflation4","Range3","2016","1.5 - 2.4",20150917
"3205","Core PCE inflation4","Range3","2017","1.7 - 2.2",20150917
"3206","Core PCE inflation4","Range3","2018","1.8 - 2.1",20150917
"3207","Core PCE inflation4","Range3","Longer run","",20150917
"3208","June projection","Median1","2015","1.3",20150917
"3209","June projection","Median1","2016","1.8",20150917
"3210","June projection","Median1","2017","2.0",20150917
"3211","June projection","Median1","2018","n.a.",20150917
"3212","June projection","Median1","Longer run","",20150917
"3213","June projection","Central tendency2","2015","1.3 - 1.4",20150917
"3214","June projection","Central tendency2","2016","1.6 - 1.9",20150917
"3215","June projection","Central tendency2","2017","1.9 - 2.0",20150917
"3216","June projection","Central tendency2","2018","n.a.",20150917
"3217","June projection","Central tendency2","Longer run","",20150917
"3218","June projection","Range3","2015","1.2 - 1.6",20150917
"3219","June projection","Range3","2016","1.5 - 2.4",20150917
"3220","June projection","Range3","2017","1.7 - 2.2",20150917
"3221","June projection","Range3","2018","n.a.",20150917
"3222","June projection","Range3","Longer run","",20150917
"3223","Memo: Projected appropriate policy path","Median1","2015","Memo: Projected appropriate policy path",20150917
"3224","Memo: Projected appropriate policy path","Median1","2016","Memo: Projected appropriate policy path",20150917
"3225","Memo: Projected appropriate policy path","Median1","2017","Memo: Projected appropriate policy path",20150917
